DDI-MedLine.d48.s0|6-22|Clostridium toxin|drug_n
DDI-MedLine.d48.s2|6-12|toxin A|drug_n
DDI-MedLine.d48.s2|104-113|Rho family|group
DDI-MedLine.d48.s4|6-12|toxin A|drug_n
DDI-MedLine.d48.s4|30-36|toxin A|drug_n
DDI-MedLine.d48.s4|43-63|diethyl pyrocarbonate|drug
DDI-MedLine.d48.s4|126-132|toxin A|drug_n
DDI-MedLine.d48.s5|146-166|DIETHYL PYROCARBONATE|drug_n
DDI-MedLine.d48.s6|15-35|diethyl pyrocarbonate|drug
DDI-MedLine.d48.s6|58-70|hydroxylamine|drug
DDI-MedLine.d48.s10|128-134|toxin A|drug_n
DDI-MedLine.d62.s0|70-84|methamphetamine|drug
DDI-MedLine.d62.s1|141-155|Methamphetamine|brand
DDI-MedLine.d62.s1|158-169|amphetamines|group
DDI-MedLine.d62.s3|6-9|METH|drug
DDI-MedLine.d62.s4|6-9|METH|drug
DDI-MedLine.d62.s4|171-172|D1|drug
DDI-MedLine.d62.s4|194-202|SCH-23390|brand
DDI-MedLine.d62.s4|239-247|clozapine|brand
DDI-MedLine.d62.s6|6-9|METH|brand
DDI-MedLine.d62.s6|181-184|METH|drug
DDI-MedLine.d106.s2|66-73|warfarin|drug
DDI-MedLine.d106.s3|6-15|coagulants|group
DDI-MedLine.d106.s3|17-30|anticoagulants|group
DDI-MedLine.d106.s4|67-79|phenobarbital|brand
DDI-MedLine.d106.s4|82-93|secobarbital|brand
DDI-MedLine.d106.s4|100-111|glutethimide|drug
DDI-MedLine.d106.s5|88-102|chloral hydrate|brand
DDI-MedLine.d106.s5|108-119|methaqualone|brand
DDI-MedLine.d106.s6|6-17|Barbiturates|group
DDI-MedLine.d106.s6|23-34|glutethimide|drug
DDI-MedLine.d106.s6|85-92|coumarin|group
DDI-MedLine.d106.s6|94-98|drugs|group
DDI-MedLine.d106.s7|65-78|anticoagulants|group
DDI-MedLine.d106.s7|84-100|antifungal agents|group
DDI-MedLine.d106.s9|6-20|chloral hydrate|drug
DDI-MedLine.d106.s9|26-37|methaqualone|drug
DDI-MedLine.d106.s9|136-149|anticoagulants|group
DDI-MedLine.d59.s0|83-91|carbachol|drug
DDI-MedLine.d59.s1|92-109|[(14)C]aminopyrine|drug
DDI-MedLine.d59.s2|31-39|carbachol|drug
DDI-MedLine.d59.s3|81-89|carbachol|drug
DDI-MedLine.d59.s6|48-61|cytochalasin D|drug
DDI-MedLine.d59.s6|216-243|inositol 1,4,5-trisphosphate|drug
DDI-MedLine.d59.s6|367-380|cytochalasin D|drug
DDI-MedLine.d59.s6|480-507|inositol 1,4,5-trisphosphate|drug
